Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
119,16640278,"Ensembles + OOF Blend = ❤️","2026-08-06 16:17:51",0.97085,15,"psychocoderxd,warunimanike"
120,16633807,"Evan Arlen Handy","2026-08-07 01:11:44",0.97085,40,evanarlenhandy
121,16640373,ALKRIS,"2026-08-07 01:33:16",0.97085,6,wasimjbuh
122,16639147,Rosehyt,"2026-08-05 14:30:04",0.97085,8,rosehyt
123,16664475,"Revanth Tambisetty","2026-08-09 13:12:16",0.97085,9,revanthtambisetty
124,16693954,chenshiyo,"2026-08-09 06:34:17",0.97085,3,chenshiyo
125,16634902,Kudos_07,"2026-08-06 17:05:05",0.97084,8,saranshsurana07
126,16666074,xlforml,"2026-08-10 07:00:57",0.97084,9,xlforml
127,16660925,Ace,"2026-08-07 15:35:07",0.97084,3,shikhageekachad
128,16633957,YUYA,"2026-08-05 13:38:22",0.97084,12,yuyaizumikawa
129,16677180,"Akhilesh godugu","2026-08-06 16:45:33",0.97084,2,akhileshgodugu
130,16635564,"Rayk Kretzschmar","2026-08-07 13:41:54",0.97084,26,raykkretzschmar
131,16661439,"Tilak Datta Iyer","2026-08-05 02:38:21",0.97084,4,tilakdattaiyer
132,16659538,happylongliveduck!,"2026-08-04 11:47:24",0.97084,4,happylongliveduck
133,16652413,"Shiv Satyam","2026-08-09 15:59:46",0.97084,6,shivsatyam
134,16634178,Gigrise,"2026-08-06 16:18:55",0.97084,20,gigrais
135,16670179,DataRegressor,"2026-08-05 20:09:46",0.97084,2,azzamradman
136,16639622,"Sadam Torres","2026-08-05 22:20:16",0.97084,12,sadamtorres
137,16640606,"Krasnov Daniil","2026-08-04 17:43:11",0.97084,10,daniilkrasnovvv
138,16662485,Lonnie,"2026-08-09 20:21:40",0.97084,5,lonnieqin
139,16638654,yuta_hamatani,"2026-08-05 04:32:30",0.97084,38,yutahamatani
140,16634847,"OMID BAGHCHEH SARAEI","2026-08-10 07:23:23",0.97084,36,omidbaghchehsaraei
141,16653003,lsclove,"2026-08-05 16:39:53",0.97084,3,lsclove
142,16684266,"Sushmit Deb","2026-08-10 07:25:20",0.97084,8,sushm17
143,16691650,"Olga Eleftherakou","2026-08-10 08:09:20",0.97084,10,olgaeleftherakou
144,16659289,"Hiến Nguyễn Đức","2026-08-05 05:44:46",0.97083,4,hinnguync
145,16655564,"CHANGYOU MU","2026-08-07 02:05:41",0.97083,15,changyoumu
146,16644883,"Coen Hewes","2026-08-06 02:00:47",0.97083,15,coenhewes
147,16634751,Kaileh57,"2026-08-06 02:57:45",0.97083,22,kaileh57
148,16645808,"Yong Ming-Jia","2026-08-08 23:43:45",0.97083,1,ymingj
149,16692169,"Moaiz Baloch","2026-08-10 11:16:05",0.97083,8,moaizbaloch
150,16634378,"Coding made Easy","2026-08-05 09:05:04",0.97083,11,codingmadeeasy
151,16683344,"Kerem Tüzün","2026-08-07 20:45:38",0.97083,3,keremtzn
152,16685826,"Abdulatif Mahgoub","2026-08-08 11:18:52",0.97082,7,abdulatifmahgoub
153,16663141,"Julia Kolesnyk","2026-08-05 04:50:05",0.97082,9,juliakolesnyk
154,16660300,"Joe Young","2026-08-08 12:53:13",0.97082,12,jsphyg
155,16701216,"Teddy Tennant","2026-08-10 13:06:13",0.97081,1,thtennant
156,16663338,"Bulşah Keçici","2026-08-10 13:07:46",0.97080,18,bulsahkecici
157,16653826,Boltuzamaki,"2026-08-08 08:18:05",0.97080,18,boltuzamaki
158,16650259,guosong111,"2026-08-08 03:35:15",0.97079,9,guosong111
159,16689596,王国松Learwwwlll,"2026-08-08 07:54:54",0.97079,2,learwwwlll
160,16688133,daidaidai4126dai,"2026-08-08 09:29:49",0.97079,2,daidaidai4126dai
161,16675439,"Aman Dubal","2026-08-07 05:33:12",0.97077,1,amandubal
162,16671605,ganbat24,"2026-08-06 13:18:33",0.97075,3,ganbat24
163,16633717,Chovy,"2026-08-10 11:52:41",0.97073,62,chovyxu
164,16634133,BhuvanNR,"2026-08-09 07:27:40",0.97072,26,bhuvannr2006
165,16635665,Kyr1ll,"2026-08-08 00:39:43",0.97070,1,kyr1ll
166,16639088,Aren,"2026-08-03 21:56:47",0.97069,5,flare20012
167,16641095,"Mohamed Amine Rebhi","2026-08-03 22:12:57",0.97069,6,mohamedaminerebhi
168,16660337,Algorex,"2026-08-04 12:16:14",0.97069,1,daniellebagaforomeer
169,16657548,"Nicolai Johannesen 73","2026-08-07 01:46:28",0.97069,20,nicolaijohannesen73
170,16634532,"Nhật Quyên","2026-08-04 10:04:43",0.97069,5,nhtquyn
171,16637531,"Mengfei Li","2026-08-04 05:29:13",0.97068,9,meli19
172,16656365,xianyu3,"2026-08-06 05:41:48",0.97068,14,xianyu3
173,16638558,"Ripon C. Malo","2026-08-03 04:30:43",0.97068,1,riponce
174,16653548,"ahbab zahin","2026-08-03 16:35:07",0.97068,2,ahbabzahin
175,16635425,"Sunix Liu","2026-08-04 12:47:25",0.97068,10,sunixliu
176,16641991,Caesar_yyh,"2026-08-03 16:19:42",0.97067,3,rxscii
177,16635934,Tsubasa_00,"2026-08-07 05:11:04",0.97067,3,tsubasa00
178,16638833,"Szymon Nowacki","2026-08-02 13:11:40",0.97066,4,szymokpetrikov
179,16634150,"Chekhlov Dmitrii","2026-08-03 13:30:42",0.97065,9,zoli800
180,16643749,"Shantanu Chopra","2026-08-08 16:02:58",0.97065,7,shanchp
181,16652182,"Yogesh Jadhav","2026-08-10 03:33:12",0.97065,24,dynamo14324
182,16634573,"Mohit Negi","2026-08-03 19:31:36",0.97065,5,mohitnegi1007
183,16633836,dai2,"2026-08-03 14:13:20",0.97065,4,dai222dai222
184,16652578,"Stop Scrolling","2026-08-03 15:41:38",0.97064,8,alessandrodaldossi
185,16635471,"navazsh fathi","2026-08-03 17:00:19",0.97064,13,navazshfathi
186,16652751,Mrsalty,"2026-08-03 14:16:44",0.97064,2,mrsaltyx
187,16653017,cctr,"2026-08-04 07:23:26",0.97063,2,dionisiusserafs
188,16635276,hotaq,"2026-08-02 16:03:19",0.97063,5,chinnaphatkhun
189,16636806,Hamza,"2026-08-09 16:05:59",0.97063,14,mhamza0810
190,16642004,WYSSR1225,"2026-08-02 14:13:24",0.97062,1,wyssr1225
191,16670183,"louis @ tradeInsight.ai","2026-08-06 20:32:01",0.97062,5,louisquart
192,16635042,prashant75,"2026-08-03 08:48:08",0.97062,1,prashant75
193,16648750,Laksharma,"2026-08-06 20:10:07",0.97062,4,laksharma
194,16634184,WXYYYYY,"2026-08-08 06:38:24",0.97062,21,beneththeskin
195,16633716,"M.N. Mohamed Aman","2026-08-07 23:26:17",0.97061,8,mnmohamedaman
196,16634674,unknown,"2026-08-03 01:02:46",0.97061,3,abdullahshafi2021
197,16639856,luosukk,"2026-08-03 03:19:58",0.97061,3,luosukk
198,16654670,"Victor Orihuel","2026-08-09 13:34:08",0.97061,10,victororihuel
199,16644603,Ryan,"2026-08-03 04:25:37",0.97061,4,ryan37
200,16634721,"Md Abdul Al Hasib","2026-08-02 13:11:49",0.97060,1,mdabdulalhasib
201,16663620,"Abhinay Krishna Bodi","2026-08-06 20:11:28",0.97060,12,abhinaykrishna7379
202,16636289,"Sohail Khan","2026-08-02 12:09:39",0.97059,2,sohailkhanlml
203,16651460,"Reda Mountassir","2026-08-07 17:21:25",0.97059,25,redamountassir
204,16634736,"Georgy Mamarin","2026-08-07 05:50:37",0.97058,1,georgymamarin
205,16634828,"Hussaan Haroon","2026-08-10 12:58:48",0.97058,18,hussaanharoon
206,16639549,GCarnovale,"2026-08-09 01:14:45",0.97056,16,gcarno
207,16685279,"Prakash Meher","2026-08-09 20:50:18",0.97055,11,prakashmeher
208,16645243,"Mizushima Toshihiko","2026-08-10 08:13:30",0.97054,20,mizushimatoshihiko
209,16634369,"tom c tea","2026-08-10 09:07:18",0.97053,22,tomctea
210,16689119,souju00,"2026-08-09 02:20:48",0.97053,6,souju00
211,16662792,"Gourab Roy","2026-08-06 17:10:30",0.97053,11,gourabroy553
212,16665553,"She didn't love me Back 💔","2026-08-05 15:45:49",0.97052,10,"gourabroy,sudiptatrisha"
213,16651559,"Tamerlan Omralinov","2026-08-10 10:23:34",0.97052,13,tamerlanomralinov
214,16634217,kava1,"2026-08-10 06:14:18",0.97041,49,kava1
215,16635971,"Code by Nadiia","2026-08-10 07:57:12",0.97040,20,codebynadiia
216,16639039,Jorgen9B,"2026-08-09 19:14:03",0.97034,45,jorgen9b
217,16634334,"Arko Bera","2026-08-08 05:34:52",0.97033,5,cartoonistbeard
218,16637054,CAPRICORNUS0908,"2026-08-10 12:59:55",0.97030,29,capricornus0908
219,16675495,"Koshtubh Singh Parihar","2026-08-07 18:44:40",0.97027,3,koshtubhsinghparihar
220,16690544,"Abdussamad Usman","2026-08-08 18:31:30",0.97026,5,abdussamadusman
221,16633953,daoviet,"2026-08-06 15:33:12",0.97025,40,daoviet
222,16634086,Wonderwall,"2026-08-10 11:34:07",0.97023,37,yuxiang328
223,16638965,hipotures,"2026-08-09 23:14:40",0.97020,85,hipotures
224,16668077,"A bojbn oln;n","2026-08-09 14:52:41",0.97015,21,abojbnolnn
225,16666592,BaiYuBY,"2026-08-06 12:31:10",0.97015,1,baiyuby
226,16634806,"(ノ◡ <)","2026-08-09 10:47:38",0.97014,7,nawfeelrahman1124444
227,16663293,kakuteki,"2026-08-08 15:49:44",0.97013,6,kakuteki
228,16678075,"Manu Nicholas Jacob","2026-08-07 23:56:39",0.97013,12,manunicholasjacob
229,16633900,W-Bruno,"2026-08-03 23:08:03",0.97012,8,haoqiangzheng
230,16633988,AbdullahSafwan333,"2026-08-03 11:31:05",0.97010,15,abdullahsafwan333
231,16633854,Pascal,"2026-08-03 23:17:36",0.97010,19,pascalledesma
232,16640456,Oreb98,"2026-08-04 14:15:43",0.97008,5,oreb98
233,16635844,ts,"2026-08-02 07:45:25",0.97006,2,takehirosano
234,16635584,"Leonardo Cofone","2026-08-02 13:03:21",0.97005,10,zlatan599
235,16659456,jjakimoto,"2026-08-05 07:14:34",0.97003,1,jjakimoto
236,16634145,Magikarp,"2026-08-05 03:21:09",0.97001,15,feromagikarp
237,16694957,JiangWenfeng1,"2026-08-10 10:00:51",0.96999,5,jiangwenfeng1
238,16645575,"Seungjin Kim","2026-08-04 08:12:01",0.96995,11,nforestcat
239,16635296,"Maria Shatrova","2026-08-07 22:00:12",0.96995,7,mariashatrova
240,16640575,池田拓耶,"2026-08-08 07:31:46",0.96995,23,takuya3412
241,16634041,LearningNN,"2026-08-08 09:29:30",0.96994,10,koheishima
242,16633965,YuAn,"2026-08-10 06:18:41",0.96993,3,yuanke2001
243,16634307,"Thùy Thùy","2026-08-05 14:01:45",0.96993,12,thuynguyen246
244,16656845,"Lancelot foreman","2026-08-06 01:36:11",0.96992,2,lancelotforeman
245,16635014,tomasa2,"2026-08-07 23:34:49",0.96990,13,tomasa2
246,16634788,"Mikhail Naumov","2026-08-09 16:42:29",0.96990,47,mikhailnaumov
247,16700358,"EOM JAEHYEOK","2026-08-10 11:15:30",0.96990,6,eomjaehyeok
248,16638813,"Den Pugovkin","2026-08-03 20:29:32",0.96990,11,denpugovkin
249,16634867,"Sergey Belov","2026-08-10 10:32:00",0.96989,3,exelero
250,16633869,goodpjw2008,"2026-08-10 06:44:44",0.96988,14,goodpjw2008
251,16639430,"Oleksii Zhukov","2026-08-07 17:56:45",0.96986,10,zhukovoleksiy
252,16698179,jaehyeokEom,"2026-08-10 09:18:29",0.96985,10,jaehyeokeom
253,16642835,"Nikitas Rafael Nikitas","2026-08-09 13:11:32",0.96984,5,rafanikitas
254,16638810,"nikolaou nikolaou","2026-08-05 17:32:38",0.96983,23,nikolaounikolaou
255,16655635,kif,"2026-08-07 02:08:05",0.96981,7,echigobran
256,16663921,kimhongjoong,"2026-08-10 11:08:33",0.96980,9,kimhongjoong
257,16661055,"Haojun Chen123","2026-08-09 09:48:15",0.96978,16,haojunchen123
258,16634071,jngchan,"2026-08-09 11:28:15",0.96976,9,chanjiewang
259,16634944,zlka,"2026-08-01 09:04:27",0.96975,2,z3lkahmet
260,16698457,kyg0220,"2026-08-10 07:01:31",0.96975,4,kyg0220
261,16644706,サポタン,"2026-08-08 20:55:10",0.96974,50,sapotan
262,16698471,AHNHOJEONG,"2026-08-10 05:57:32",0.96973,3,ahnhojeong
263,16661006,"Sarthak Tyagi","2026-08-05 18:16:01",0.96973,3,lypeorge
264,16698151,minsookim,"2026-08-10 05:44:27",0.96972,10,minsoozzang
265,16634644,psychoTKC,"2026-08-09 06:24:40",0.96970,13,psychotkc
266,16653306,Lzw1110,"2026-08-08 10:29:44",0.96968,1,lzw1110
267,16672808,クリスチャン・デムーロ,"2026-08-06 12:07:42",0.96968,2,croixdunord
268,16680289,"Jieun Guu","2026-08-10 06:18:46",0.96967,3,fa9lous
269,16674594,"Luka Duvanov","2026-08-06 11:57:25",0.96966,3,nekkon
270,16637703,"Adithya Giridharan","2026-08-10 06:21:50",0.96966,19,adithyagiri
271,16635551,"Akiyoshi Kinoshita","2026-08-09 05:46:44",0.96965,4,satokin13m
272,16634229,Evdilos_Ikaria,"2026-08-09 16:24:06",0.96963,25,georgem
273,16696183,"Ahmet Kağan Koral","2026-08-09 20:47:16",0.96963,5,kagankoral
274,16692209,NIklitaCheporev,"2026-08-10 12:14:13",0.96962,2,niklitacheporev
275,16638857,"David Cohen ","2026-08-10 08:40:22",0.96961,9,davidco1
276,16651945,"Paul Shelby","2026-08-07 16:15:20",0.96958,12,paulshelby
277,16664978,"mithul chander","2026-08-10 08:03:02",0.96958,5,mithulchander
278,16640028,"Kodai Fukuda","2026-08-10 12:55:40",0.96956,42,kodaifukuda0311
279,16635789,hertz,"2026-08-05 23:52:43",0.96956,9,nori117
280,16676112,LINKIT,"2026-08-06 15:19:39",0.96955,3,lin1027
281,16635771,BLANDCorporatio,"2026-08-09 13:47:33",0.96955,18,blandcorporatio
282,16656750,there,"2026-08-06 05:12:26",0.96953,4,theevolutionisnear
283,16693277,"zulfikar isiklar","2026-08-09 16:50:48",0.96945,3,zulfikarisiklar
284,16674846,"Abubakar Idrees","2026-08-10 11:44:38",0.96945,2,abubakaridrees
285,16644704,Chloevan,"2026-08-10 02:38:29",0.96940,8,j2hoon85
286,16692599,"Varun Purushothaman","2026-08-10 06:04:34",0.96937,4,varunpurushothaman
287,16669512,"Sami Aden","2026-08-08 08:39:04",0.96936,7,samiaden
288,16681237,ynrasr,"2026-08-09 19:37:22",0.96936,21,ynrasr
289,16637713,"Michael Nguyen","2026-08-09 11:16:59",0.96935,19,michaelnguyen66
290,16635118,"Pravin Takpire","2026-08-08 09:32:58",0.96934,9,pravintakpire
291,16698970,"Vikram Tiwari","2026-08-10 10:47:44",0.96933,3,vikramtiwari
292,16637245,"Rob Schieber","2026-08-05 01:46:18",0.96932,15,robschieber
293,16686414,SOSyuki,"2026-08-09 15:12:18",0.96931,3,sosyuki
294,16641511,nobuya,"2026-08-10 07:44:35",0.96931,60,kakiginobuya
295,16634201,Ricky,"2026-08-01 04:13:37",0.96930,3,rickyds97
296,16639631,"SIDHAARTH SHREE","2026-08-04 07:26:23",0.96927,2,sidhaarthshree
297,16641681,mmasato,"2026-08-05 13:07:55",0.96926,8,mizogakimasato
298,16635025,"Emre Bektas","2026-08-03 07:22:07",0.96924,1,ebktas
299,16662207,James,"2026-08-06 14:19:41",0.96923,5,jamesripoll
300,16634600,"Touhidul Alam Seyam","2026-08-01 07:45:23",0.96919,10,seyamalam
301,16698451,"kiwong jung","2026-08-10 05:58:12",0.96917,2,kiwongjung
302,16690350,coolcat,"2026-08-10 12:12:24",0.96916,9,zhanjinbo
303,16698466,JeonJeonghui,"2026-08-10 10:24:59",0.96916,3,jeonjeonghui
304,16655614,"Yueyang Wang","2026-08-05 03:26:38",0.96914,4,dkexodus
305,16698463,"sunhee back","2026-08-10 06:43:53",0.96903,5,sunheeback
306,16698154,후라이드닭튀김,"2026-08-10 09:51:08",0.96901,3,kooiuy
307,16638363,"Aniket Abhishek Soni","2026-08-01 16:22:49",0.96900,1,aniketsoni
308,16642651,PX0000,"2026-08-09 14:09:42",0.96899,15,px0000
309,16640393,nkmr,"2026-08-10 09:32:30",0.96898,12,nicomugilove
310,16639110,"SOUSSOU Koffi Désiré","2026-08-02 01:36:17",0.96898,8,soussoukoffidsir
311,16698152,"marine jang","2026-08-10 06:42:13",0.96894,4,marinejang
312,16635866,mitamaru,"2026-08-10 12:49:12",0.96894,5,mitatomo3
313,16635589,"Yilan Zhu","2026-08-02 10:59:28",0.96893,5,yilanzhu
314,16698453,"Suyeon Noh","2026-08-10 05:33:03",0.96892,3,suyeonnoh
315,16644222,"manifest manifesst yapanzi","2026-08-04 11:24:14",0.96892,9,yusufsadpc
316,16639385,"NAWAZ SHARIF","2026-08-03 09:38:55",0.96892,2,nawazs4265
317,16664340,E散人chloeprice,"2026-08-09 17:07:14",0.96891,21,echloeprice
318,16693365,"Oğuzhan Özdemir","2026-08-10 11:55:16",0.96889,3,ouzhanzdemir
319,16652371,"Ayman Elami","2026-08-10 12:11:18",0.96888,30,aymanelami
320,16638669,PavelLiashkov,"2026-08-02 08:29:06",0.96888,4,bigbag1983
321,16673991,"Wang Yayan","2026-08-07 03:22:24",0.96887,5,wangyayan0308
322,16635530,Miłosz,"2026-08-04 14:16:08",0.96886,1,miloszkrzeminski
323,16661958,"Abdelrahman Goda","2026-08-06 14:53:49",0.96881,5,abdelrahmangoda
324,16635292,AndyL,"2026-08-10 11:51:46",0.96876,15,androidl
325,16698464,sonnarae,"2026-08-10 10:05:05",0.96873,5,sonnarae
326,16686831,"Mohamed Youssef","2026-08-09 21:58:38",0.96869,14,mhmd1424
327,16694776,Jim879793123,"2026-08-10 10:24:02",0.96865,4,jim879793123
